jobTitle,position,minBudget,maxBudget,location,description,jobType,skills,recruiter,client,minExp,maxExp,noticePeriod,status,jobId,vacancies,priority,workType,preprocessed_description,preprocessed_skills,combined_text
Trainee Engineer - Salesforce Developer,Trainee Engineer - Salesforce ,300000.0,350000.0,{Bangalore},"Bachelor’s degree in Computer Science, Information Systems, or related field 6 Months to 2 years of experience as a SFDC administrator/developer with Sales Cloud and Service Knowledge with Eclipse IDE, Apex, Visualforce, Web Services, API, SOAP, process builder and VF flow. Knowledge with SOQL & SOSL languages Knowledge in SDLC process, Agile Scrum Methodology, and version control software like GIT, Jenkins, etc. Highly organized, deadline-driven individual with a can-do attitude   Job Description:   The Trainee Engineer will be part of the Salesforce team who develop CRM solutions to modernize and streamline client business processes and maintain Salesforce environments adopting best practices in collaboration with project stakeholders, development, and project managers.   Roles and Responsibilities   Contribute to the maintenance, configuration, and ongoing development of Salesforce platform Assist in managing, prioritizing, escalating, and resolving support requests Gathers detail r",Permanent,"{""SFDC administrator/developer""}",PC138515,CICS9111,1.0,2.0,0-15 days,Active,JDTE5430,1.0,Medium,Work from Office,bachelor degree computer science information system related field month year experience sfdc administrator developer sale cloud service knowledge eclipse ide apex visualforce web service api soap process builder vf flow knowledge soql sosl language knowledge sdlc process agile scrum methodology version control software like git jenkin etc highly organize deadline drive individual attitude job description trainee engineer part salesforce team develop crm solution modernize streamline client business process maintain salesforce environment adopt good practice collaboration project stakeholder development project manager role responsibility contribute maintenance configuration ongoing development salesforce platform assist manage prioritizing escalate resolve support request gather detail r,sfdc administrator developer,bachelor degree computer science information system related field month year experience sfdc administrator developer sale cloud service knowledge eclipse ide apex visualforce web service api soap process builder vf flow knowledge soql sosl language knowledge sdlc process agile scrum methodology version control software like git jenkin etc highly organize deadline drive individual attitude job description trainee engineer part salesforce team develop crm solution modernize streamline client business process maintain salesforce environment adopt good practice collaboration project stakeholder development project manager role responsibility contribute maintenance configuration ongoing development salesforce platform assist manage prioritizing escalate resolve support request gather detail r sfdc administrator developer
Trainee Engineer Netsuite ERP,Trainee Engineer Netsuite ERP,300000.0,350000.0,{Bengaluru},"Major technical skills:  •    SuiteScript/JavaScript •    HTML/XML •    Basic knowledge on Webservices (SOAP, WSDL, REST) •    SQL  Required Skills:  •    Should have completed B.E / B.Tech / MBA with Finance will be added advantage •    Should have knowledge on Project life cycle. •    Good analytical skills required. •    Excellent problem-solving and communication skills •    Certification in any ERP preferred (Netsuite is preferable / Microsoft Dynamics / Workday / SAP / Peoplesoft). Added Advantage. •    Flexibility - Willing to work in rotational shifts at the required basis but will work on regular day shift, can look for females also if they comfortable for rotational shifts.  Responsibilities:  •    Implementing ERP solutions for customers. •    Data migration, production support, report building •    They will work as Techno Functional consultant  Another preferred skills/knowledge: •    ERP process knowledge •    System integration •    Accounting",Permanent,"{SuiteScript/JavaScript,HTML/XML,""Basic knowledge on Webservices (SOAP"","" WSDL"","" REST)"",SQL,""Netsuite ERP""}",DB413862,CICS9111,0.0,1.0,0-15 days,Active,JDTE7754,1.0,High,Work from Office,major technical skill suitescript javascript html xml basic knowledge webservice soap wsdl rest sql require skill complete mba finance add advantage knowledge project life cycle good analytical skill require excellent problem solving communication skill certification erp prefer netsuite preferable microsoft dynamic workday sap peoplesoft add advantage flexibility willing work rotational shift require basis work regular day shift look female also comfortable rotational shift responsibility implement erp solution customer datum migration production support report build work techno functional consultant another preferred skill knowledge erp process knowledge system integration account,suitescript javascript html knowledge webservice soap wsdl erp,major technical skill suitescript javascript html xml basic knowledge webservice soap wsdl rest sql require skill complete mba finance add advantage knowledge project life cycle good analytical skill require excellent problem solving communication skill certification erp prefer netsuite preferable microsoft dynamic workday sap peoplesoft add advantage flexibility willing work rotational shift require basis work regular day shift look female also comfortable rotational shift responsibility implement erp solution customer datum migration production support report build work techno functional consultant another preferred skill knowledge erp process knowledge system integration account suitescript javascript html knowledge webservice soap wsdl erp
Technical Lead Project ManagerBackend,TechnicalLeadBackend,1800000.0,2000000.0,{HyderabadVijayawada},"Bachelors Degree
Experience in developing RESTful APIs for Web and Mobile applications
Proficient in Full Stack development with experience in designing solutions using
MongoDB, Node.js.Experience in different JavaScript frameworks (React, Angular,Vue).Experience with a CI/CD pipeline and deploying solutions in Cloud
Understanding of code versioning tools, such as Git
Familiar with serverless architecture (AWS lambda)
Knowledge of PHP and MySQL.
Minimum 5+ years’ experience as a cloud software developer.
Responsible Full Stack development. Work with Project Managers, developers and QA and deliver software as per business requirements.
Analyze and understand business requirements and prepare detailed design for Frontend,Backend and Database
Perform code and design reviews and guide the team in development.",Permanent,"{PHP,MySQL,MongoDB,""Restful APIS"",react,Angular,AWS,""Cloud software""}",sarojini,CIET8976,5.0,10.0,Immediate,Active,JDTL2683,1.0,High,Work from Office,bachelor degree experience develop restful apis web mobile application proficient full stack development experience design solution use mongodb different javascript framework react angular ci cd pipeline deploy solution cloud understanding code versioning tool git familiar serverless architecture aws lambda knowledge php mysql minimum year experience cloud software developer responsible full stack development work project manager developer qa deliver software per business requirement analyze understand business requirement prepare detailed design frontend backend database perform code design review guide team development,php mysql angular software,bachelor degree experience develop restful apis web mobile application proficient full stack development experience design solution use mongodb different javascript framework react angular ci cd pipeline deploy solution cloud understanding code versioning tool git familiar serverless architecture aws lambda knowledge php mysql minimum year experience cloud software developer responsible full stack development work project manager developer qa deliver software per business requirement analyze understand business requirement prepare detailed design frontend backend database perform code design review guide team development php mysql angular software
Technical manage,Technical manager,1000000.0,1500000.0,"{""Hyderabad ""}","•	Experience in Java-J2EE, Spring, Hibernate, Restful services",Permanent,"{spring,java}",Venkata Sai Rohith,CIAS8119,6.0,9.0,0-15 days,Active,JDTM2231,2.2666666666666666,High,Work from Office,experience java spring hibernate restful service,spring java,experience java spring hibernate restful service spring java
Technical manager ,Technical manager ,1000000.0,1500000.0,"{""Hyderabad ""}","•	Experience in Java-J2EE, Spring, Hibernate, Restful services
•	Web Services Development using Rest",Permanent,"{Java,spring,Hibernate}",Venkata Sai Rohith,CIAS8119,6.0,9.0,0-15 days,Active,JDTM2291,2.2666666666666666,High,Work from Office,experience java spring hibernate restful service web service development use rest,java spring hibernate,experience java spring hibernate restful service web service development use rest java spring hibernate
Talent pool of Bcom Mcom MBA Fin freshers,Talent pool of Bcom Mcom MBA Fin freshers,200000.0,250000.0,{Bangalore},"Job Description:

Junior process associate JD
Job Location: Pratik Teck park E-city phase 1

Job role:

This role is for non-voice accounts payable/ Accounts Receivables/Record to Report Process in Accounting KPO domain.
Candidates will be working on Billing, Procure to Pay, Order to cash, GL or other accounting processes.
Involved in processing the invoices, verification, making payments, timely follow-ups, validations, reconciliations, vendor Management, quality checks, etc. depending on the process.
Expectations:
Looking for candidates with very good communication skills.
B.Com, MBA finance, M.Com freshers with very good knowledge on basics of accounting.
Flexible with US/ Night shift and rotational shift (One side cab is provided for night shifts)
Immediate joiners only.

Skills
Accounts payable, ACCOUNT RECEIVABLE, GENERAL LEDGER",Permanent,"{""Accounts Payable"",""Accounts Receivable"",""General Ledger""}",DB413862,CICS9111,0.0,1.0,Immediate,active,JDTP8009,10.0,High,Work from Office,job description junior process associate jd job location pratik teck park e city phase job role role non voice account account receivables record report process accounting kpo domain candidate work billing procure pay order cash gl accounting process involve process invoice verification make payment timely follow up validation reconciliation vendor management quality check etc depend process expectation look candidate good communication skill mba finance fresher good knowledge basic accounting flexible night shift rotational shift one side cab provide night shift immediate joiner skill account payable account receivable general ledger,account ledger,job description junior process associate jd job location pratik teck park e city phase job role role non voice account account receivables record report process accounting kpo domain candidate work billing procure pay order cash gl accounting process involve process invoice verification make payment timely follow up validation reconciliation vendor management quality check etc depend process expectation look candidate good communication skill mba finance fresher good knowledge basic accounting flexible night shift rotational shift one side cab provide night shift immediate joiner skill account payable account receivable general ledger account ledger
Technical Recruiter,Technical Recruiter,500000.0,600000.0,"{""Bangalore Urban""}","Classification: All - Finance / Accounts / Investment Banking

Skills Required: Recruiting,Full-Cycle Recruiting

Job Description
Technical Recruiter
Total and Relevant year of experience: 3-5 Years
Salary: 6 LPA max
Notice Period: Immediate - 15 days
Location: Work from Office - Bangalore location
Education Background: B.E. Comp. Science
Interview process: 1st round virtual. Final round On-site mandatory
No. of Interview Rounds: 2 rounds

Manadatory Skills:-
1. Must have knowledge of Computer Landscapes architecture.
2. Must be familiar with at least 4 technologies. Refer the Tech-List - ( Full Stack ,Front-end, Back-end, Database, Cloud, Operating system, Virtualization, Project management and processes, SAP , CRM , SFDC )                                                          
3. Excellent written and verbal communication skills.                                                                                          
4. Good knowledge of Microsoft Office.                                                     
5. Analytical skills.                                                                     
6. Should be a Technical Recruiter                               
7. Technical assessment of profiles before submitting to the customer",Permanent,"{Recruiting,""Full Cycle Recruiting""}",DB413862,CIMY4030,3.0,7.0,0-15 days,active,JDTR9661,3.0,High,Work from Office,classification finance account investment banking skill require recruiting full cycle recruiting job description technical recruiter total relevant year experience year salary lpa max notice period immediate day location work office bangalore location education background comp science interview process round virtual final round site mandatory interview round round manadatory must knowledge computer landscape architecture must familiar least technology refer tech list full stack front end back end database cloud operating system virtualization project management process sap crm sfdc excellent write verbal communication skill good knowledge microsoft office analytical skill technical recruiter technical assessment profile submit customer,cycle recruiting,classification finance account investment banking skill require recruiting full cycle recruiting job description technical recruiter total relevant year experience year salary lpa max notice period immediate day location work office bangalore location education background comp science interview process round virtual final round site mandatory interview round round manadatory must knowledge computer landscape architecture must familiar least technology refer tech list full stack front end back end database cloud operating system virtualization project management process sap crm sfdc excellent write verbal communication skill good knowledge microsoft office analytical skill technical recruiter technical assessment profile submit customer cycle recruiting
Technical Recruiter,ITrecruiter,2.0,2.0,{hyderabad},"Should have strong communication skills
Should have 6 months to 1 year experience as IT recruiter",Permanent,"{""IT recruitment"",""communication skills""}",Venkata Sai Rohith,CIMT7642,0.0,1.0,Immediate,Active,JDTR9754,1.0,High,Work from Home,strong communication skill month year experience recruiter,skill,strong communication skill month year experience recruiter skill
Trainee software developer,Application development,7000.0,10000.0,{Hyderabad},"Candidate should have good communication skills and should have good knowledge in html ,css &js",Permanent,"{html,css,javascript}",sG585763,CIGT5528,0.0,0.0,0-15 days,Active,JDTS7587,6.0,Medium,Hybrid,candidate good communication skill good knowledge html css js,html css javascript,candidate good communication skill good knowledge html css js html css javascript
Ui developer,Developer,6.0,8.0,{hyderabad},vhjgkjbk,Contract,"{""React Js "","" Redux"","" Redux-Thunk"","" HTML"","" CSS"","" Bootstrap"","" JavaScript React Materials""}",Arunasree,CIFC7622,3.0,7.0,Immediate,inActive,JDUD2480,2.0,High,Work from Home,vhjgkjbk,react js redux redux thunk html css bootstrap javascript react material,vhjgkjbk react js redux redux thunk html css bootstrap javascript react material
UIUX Designer ,UIUX Designer ,1400000.0,3000000.0,"{""Hyderabad or Bangalore""}","Bachelor's degree in BE/Btech/Bsc/MCA or in pure UI/UX design, interaction design, or a related field. A strong educational background is required to demonstrate a solid foundation in design principles.
7-10 years of professional experience in UI/UX design, preferably in poster designing, web-based designing and mobile-based applications.
Proficient in using design tools such as Figma to create wireframes, prototypes, and design assets.
Strong understanding of user-centered design principles, usability, and user research methodologies.
A portfolio that showcases a range of UI/UX design projects, demonstrating a strong sense of visual aesthetics, usability, and problem-solving skills.
Good communication and collaboration skills, with the ability to effectively present and articulate design decisions to stakeholders.
Ability to work in a fast-paced environment, manage multiple projects simultaneously, and meet deadlines.
Attention to detail and a passion for delivering high-quality user experiences.

Preferred Skills:
Experience with HTML, CSS, and JavaScript, enabling effective collaboration with development teams.
Familiarity with agile development methodologies and working in cross-functional teams.
Knowledge of accessibility standards and best practices in UI/UX design.",Contract Hire,"{""UIUX design""}",PC138515,CIGT5528,7.0,12.0,15-30 days,active,JDUD2526,1.0,High,Work from Office,bachelor degree btech bsc mca pure ui ux design interaction design related field strong educational background require demonstrate solid foundation design principle year professional experience ui ux design preferably poster designing web base designing mobile base application proficient use design tool figma create wireframe prototype design asset strong understanding user center design principle usability user research methodology portfolio showcase range ui ux design project demonstrate strong sense visual aesthetic usability problem solve skill good communication collaboration skill ability effectively present articulate design decision stakeholder ability work fast pace environment manage multiple project simultaneously meet deadline attention detail passion deliver high quality user experience prefer skill experience html css javascript enable effective collaboration development team familiarity agile development methodology work cross functional team knowledge accessibility standard good practice ui ux design,uiux design,bachelor degree btech bsc mca pure ui ux design interaction design related field strong educational background require demonstrate solid foundation design principle year professional experience ui ux design preferably poster designing web base designing mobile base application proficient use design tool figma create wireframe prototype design asset strong understanding user center design principle usability user research methodology portfolio showcase range ui ux design project demonstrate strong sense visual aesthetic usability problem solve skill good communication collaboration skill ability effectively present articulate design decision stakeholder ability work fast pace environment manage multiple project simultaneously meet deadline attention detail passion deliver high quality user experience prefer skill experience html css javascript enable effective collaboration development team familiarity agile development methodology work cross functional team knowledge accessibility standard good practice ui ux design uiux design
ReactJS developer,ReactJS developer,6.0,12.0,{hyderabad},"Previous experience working as a ReactJS developer.
Good knowledge of javascript, CSS, HTML and front-end languages.
Good knowledge of REACT tools including ReactJS, Redux, Axios.
Knowledge of Kendo UI widgets is not mandatory but preferred.
Experience with browser-based debugging and performance testing software.
Good troubleshooting skills.",Permanent,"{""React Js ""}",PC138515,CIMT7642,3.0,5.0,15-30 days,Active,JDUD2842,3.0,High,Work from Office,previous experience work reactjs developer good knowledge javascript css html front end language good knowledge react tool include reactjs redux axio knowledge kendo ui widget mandatory preferred experience browser base debugging performance testing software good troubleshooting skill,react js,previous experience work reactjs developer good knowledge javascript css html front end language good knowledge react tool include reactjs redux axio knowledge kendo ui widget mandatory preferred experience browser base debugging performance testing software good troubleshooting skill react js
UIUX Designer,UIUX Designer,700000.0,800000.0,{Hyderabad},"Job Description:

Bachelor's degree in BE/Btech/Bsc/MCA or in pure UI/UX design, interaction design, or a related field. A strong educational background is required to demonstrate a solid foundation in design principles.
2-5 years of professional experience in UI/UX design, preferably in poster designing, web-based designing and mobile-based applications.
Proficient in using design tools such as Figma to create wireframes, prototypes, and design assets.
Strong understanding of user-centered design principles, usability, and user research methodologies.
A portfolio that showcases a range of UI/UX design projects, demonstrating a strong sense of visual aesthetics, usability, and problem-solving skills.
Good communication and collaboration skills, with the ability to effectively present and articulate design decisions to stakeholders.
Ability to work in a fast-paced environment, manage multiple projects simultaneously, and meet deadlines.
Attention to detail and a passion for delivering high-quality user experiences.

Preferred Skills:
Experience with HTML, CSS, and JavaScript, enabling effective collaboration with development teams.
Familiarity with agile development methodologies and working in cross-functional teams.
Knowledge of accessibility standards and best practices in UI/UX design.

Experience: 2 to 5 years
Location: Hyderabad",Permanent,"{""UIUX design"",""Web design"",""Application design"",""Poster design""}",PC138515,CIMT7642,2.0,5.0,15-30 days,active,JDUD5476,1.0,High,Work from Office,job description bachelor degree btech bsc mca pure ui ux design interaction design related field strong educational background require demonstrate solid foundation design principle year professional experience ui ux design preferably poster designing web base designing mobile base application proficient use design tool figma create wireframe prototype design asset strong understanding user center design principle usability user research methodology portfolio showcase range ui ux design project demonstrate strong sense visual aesthetic usability problem solve skill good communication collaboration skill ability effectively present articulate design decision stakeholder ability work fast pace environment manage multiple project simultaneously meet deadline attention detail passion deliver high quality user experience prefer skill experience html css javascript enable effective collaboration development team familiarity agile development methodology work cross functional team knowledge accessibility standard good practice ui ux design experience year location hyderabad,uiux design,job description bachelor degree btech bsc mca pure ui ux design interaction design related field strong educational background require demonstrate solid foundation design principle year professional experience ui ux design preferably poster designing web base designing mobile base application proficient use design tool figma create wireframe prototype design asset strong understanding user center design principle usability user research methodology portfolio showcase range ui ux design project demonstrate strong sense visual aesthetic usability problem solve skill good communication collaboration skill ability effectively present articulate design decision stakeholder ability work fast pace environment manage multiple project simultaneously meet deadline attention detail passion deliver high quality user experience prefer skill experience html css javascript enable effective collaboration development team familiarity agile development methodology work cross functional team knowledge accessibility standard good practice ui ux design experience year location hyderabad uiux design
Ui developer,Developer,3.0,7.0,{hyderabad},fbdjrfn,Permanent,"{""React Js "","" Redux"","" Redux-Thunk"","" HTML"","" CSS"","" Bootstrap"","" JavaScript React Materials""}",Arunasree,CIFC7622,6.0,8.0,Immediate,Active,JDUD9998,2.0,High,Work from Home,fbdjrfn,react js redux redux thunk html css bootstrap javascript react material,fbdjrfn react js redux redux thunk html css bootstrap javascript react material
Junior Process Associate AP,Jr Accounts Payable ,200000.0,250000.0,{Bengaluru},"Junior process associate AP01/A Qualification Graduate ( in any F&A) Experience 0 months to 1.5 years Experience required / job role Execute and validate processing of Vendor invoices, perform regular self-audit and execute on correction action. Contact for business operational team in terms of resolving any complex issues with invoices and payments, investigate and resolve any discrepancies with supplier or internal parties Work closely with business partners on processing outstanding items and specific requirements Responsible for follow up on payment transactions to Vendor and execution of urgent payments with ensured controls. Knowledge of vendor creation process and controls SAP net suite experience would be added advantage Additional Preferences or certifications Good understanding of accounting practices in relation to Procure to Pay and Accounts Payable MS Office - intermediate skills in Excel SAP net suite experience would be added advantage Soft skills required Written and ve",Permanent,"{""Accounts payable""}",DB413862,CICS9111,0.0,1.5,Immediate,Active,JDUP5762,2.0,High,Work from Office,junior process associate qualification graduate experience month year experience require job role execute validate processing vendor invoice perform regular self audit execute correction action contact business operational team term resolve complex issue invoice payment investigate resolve discrepancy supplier internal party work closely business partner process outstanding item specific requirement responsible follow payment transaction vendor execution urgent payment ensured control knowledge vendor creation process control sap net suite experience would add advantage additional preference certification good understanding accounting practice relation procure pay account payable ms office intermediate skill excel sap net suite experience would add advantage soft skill require write,account payable,junior process associate qualification graduate experience month year experience require job role execute validate processing vendor invoice perform regular self audit execute correction action contact business operational team term resolve complex issue invoice payment investigate resolve discrepancy supplier internal party work closely business partner process outstanding item specific requirement responsible follow payment transaction vendor execution urgent payment ensured control knowledge vendor creation process control sap net suite experience would add advantage additional preference certification good understanding accounting practice relation procure pay account payable ms office intermediate skill excel sap net suite experience would add advantage soft skill require write account payable
VP  (Sales & Business Development),VP Sales & Business Developmen,3800000.0,4000000.0,{Chennai},"Role  Business acquisition of new clients across various domains where our products and solutions can be used for safety, security or process compliance.  Summary  Create a strategic plan for new business acquisition – with focus on short and long cycle of conversion. Build connects across various domains with decision makers – with CXOs / decision makers. Present used cases and solutions to customers to build a pipeline of prospects. Create collaterals for solutions and present to the clients. Create responses for RFP/RFQ in coordination with the engineering, sales and finance team. Participate in seminars & customer meets to create visibility of products and solutions – show case new R&D initiatives. Maintain connects with existing customers – show case new products and solutions from a perspective of account mining and account enlargement.  Requirements  Engineering graduate with business management specialization. Experience of 10 to 15 years in solution selling, B2B. Knowledge of ",Permanent,"{Sales,""Business Developement""}",DB413862,CINE2222,10.0,15.0,0-15 days,Active,JDV2948,1.0,High,Work from Office,role business acquisition new client across various domain product solution use safety security process compliance summary create strategic plan new business acquisition focus short long cycle conversion build connect across various domain decision maker cxos decision maker present use case solution customer build pipeline prospect create collateral solution present client create response rfp rfq coordination engineering sale finance team participate seminar customer meet create visibility product solution show case new initiative maintain connect exist customer show case new product solution perspective account mining account enlargement requirement engineering graduate business management specialization experience year solution selling knowledge,developement,role business acquisition new client across various domain product solution use safety security process compliance summary create strategic plan new business acquisition focus short long cycle conversion build connect across various domain decision maker cxos decision maker present use case solution customer build pipeline prospect create collateral solution present client create response rfp rfq coordination engineering sale finance team participate seminar customer meet create visibility product solution show case new initiative maintain connect exist customer show case new product solution perspective account mining account enlargement requirement engineering graduate business management specialization experience year solution selling knowledge developement
Vice President Finance,Vice President Finance,3000000.0,4000000.0,{Mumbai},"Role : Vice President (Finance)

Location : Mumbai

Experience : 13+ yrs

Work location : Mumbai (Bhayandar) - Candidates can apply from Maharashtra, Gujarat, or who are really interest to relocate Mumbai.

Budget : 30 to 35 lpa

Notice period : Only early joiners OR Less than 30 days

Requirements:

Good stability and candidates from BPO are required.

Good in accounts /Finance/ treasury, Merger and Acquisition, P/L, Cash flow, Managing the multiple P/L account, Corporate Finance.

Education : Chartered Accountant OR MBA in Finance.",Permanent,"{""Merger and Acquisition"",""Profit and Loss"",""Cash flow"",""Corporate Finance""}",DB413862,CIMT7642,13.0,20.0,15-30 days,active,JDVP5320,1.0,High,Work from Office,role vice president finance location mumbai experience yrs work location mumbai bhayandar candidate apply maharashtra gujarat really interest relocate mumbai budget lpa notice period early joiner less day requirement good stability candidate bpo require good account treasury merger acquisition p l cash flow manage multiple p l account corporate finance education charter accountant mba finance,merger finance,role vice president finance location mumbai experience yrs work location mumbai bhayandar candidate apply maharashtra gujarat really interest relocate mumbai budget lpa notice period early joiner less day requirement good stability candidate bpo require good account treasury merger acquisition p l cash flow manage multiple p l account corporate finance education charter accountant mba finance merger finance
 Workday Payroll Analyst, Workday Payroll Analyst,3.0,6.0,{Bangalore},"Workday Payroll Analyst with at least 3+ years of Workday support experience supporting the Payroll, Benefits for a large customer organization.

 Skills 

3 – 6 years supporting Workday Payroll for a large customer

Strong detail, quality, and solution orientation

Knowledge of the North American Payroll, Canadian Payroll is required.

Knowledge of Setting up new Companies, Payroll groups, deduction codes, earning codes

and other mapping that are used by the payroll process is a must.

Experience in troubleshooting and fixing payroll issues in Workday.

Should be able to create/update reports for Workday payroll and Benefits

Should be willing to working in the night shift, 6:30 PM IST to 3:30 AM IST

Understanding of configuration of Workday Payroll Process",Permanent,"{""WORKDAY HRIS"","" WORKDAY HR MANAGEMENT"","" payroll"","" SQL"","" configuration"","" BAU"","" HRIS   Workday US/Canada Payroll/Benefits – configuration"","" troubleshooting and reporting""}",PC138515,CICS9111,6.0,12.0,15-30 days,Active,JDW3779,1.0,High,Work from Office,workday payroll analyst least year workday support experience support payroll benefit large customer organization skill year support workday payroll large customer strong detail quality solution orientation knowledge north american payroll canadian payroll require knowledge set new company payroll group deduction code earn code mapping use payroll process must experience troubleshooting fix payroll issue workday able create update report workday payroll benefit willing work night shift pm ist ist understanding configuration workday payroll process,workday hris workday hr management payroll sql configuration bau hris workday us canada payroll benefit configuration troubleshoot reporting,workday payroll analyst least year workday support experience support payroll benefit large customer organization skill year support workday payroll large customer strong detail quality solution orientation knowledge north american payroll canadian payroll require knowledge set new company payroll group deduction code earn code mapping use payroll process must experience troubleshooting fix payroll issue workday able create update report workday payroll benefit willing work night shift pm ist ist understanding configuration workday payroll process workday hris workday hr management payroll sql configuration bau hris workday us canada payroll benefit configuration troubleshoot reporting
Workday Analyst,wokday functional,8.0,10.0,{bangalore},"Workday Certification with 8+ Years of implementation experience in Workday HCM (Human Capital Management) module
Hands-on experience with Workday navigation and Workday tools environment
WD Integration experience is preferable
Proven work experience on implementation Core Compensation, Advance Compensation, Performance and Security in Workday would be an added advantage.
Evaluating and selecting appropriate tools to improve our teams’ productivity
Modernize our portfolio via migrating / rebuilding current applications on the IBM Cloud.
Building, automating, and releasing solutions on demand
Leading and prioritizing backlog with guidance from Product Management, Engineering, Support/Operations
Leading risks and resolving issues that affect release scope, schedule, and quality
Interact with Client and Business team on requirement gathering and project implementations
Responsible for application development and maintenance using planning and budgeting cloud service, Hyperion Planning, Hyperion Essbase 
Work on building metadata based on different source files
Create and test business rules for Driver based allocation, seeding process, currency conversion and copying assumptions
Create member formulas for constant currency calculation and variance scenarios
Create smart- push for data movements between different cubes
Develop profit and load and balance sheet data forms as per adhoc templates
Migration of application across different instances for data recon
Build metadata based on extracts from different sources ",Permanent,"{""workday tools"",""workday hcm functional"",""core compensation""}",Venkata Sai Rohith,CIHW9344,1.0,6.0,0-15 days,Active,JDWA1049,2.2666666666666666,High,Work from Office,workday certification year implementation experience workday hcm human capital management module hand experience workday navigation workday tool environment wd integration experience preferable prove work experience implementation core compensation advance compensation performance security workday would add advantage evaluate select appropriate tool improve team productivity modernize portfolio via migrate rebuild current application ibm cloud building automate release solution demand lead prioritize backlog guidance product management engineering support operation lead risk resolve issue affect release scope schedule quality interact client business team requirement gathering project implementation responsible application development maintenance use planning budgeting cloud service hyperion planning hyperion essbase work build metadata base different source file create test business rule driver base allocation seeding process currency conversion copy assumption create member formula constant currency calculation variance scenario create push datum movement different cube develop profit load balance sheet datum form per adhoc template migration application across different instance datum recon build metadata base extract different source,workday hcm compensation,workday certification year implementation experience workday hcm human capital management module hand experience workday navigation workday tool environment wd integration experience preferable prove work experience implementation core compensation advance compensation performance security workday would add advantage evaluate select appropriate tool improve team productivity modernize portfolio via migrate rebuild current application ibm cloud building automate release solution demand lead prioritize backlog guidance product management engineering support operation lead risk resolve issue affect release scope schedule quality interact client business team requirement gathering project implementation responsible application development maintenance use planning budgeting cloud service hyperion planning hyperion essbase work build metadata base different source file create test business rule driver base allocation seeding process currency conversion copy assumption create member formula constant currency calculation variance scenario create push datum movement different cube develop profit load balance sheet datum form per adhoc template migration application across different instance datum recon build metadata base extract different source workday hcm compensation
Web UI Developer,Web UI Developer,0.0,6.0,{Bangalore},"Web UI Developer:
HTML 5, CSS, Java Scripts, JQuery, AngularJS, JSON, Angular
UI Debugging Skills
Years of experience – 2-3 years",Permanent,"{""HTML 5"",CSS,""Java Scripts"",JQuery,AngularJS,JSON,Angular}",Achyuth,CIAS8119,2.0,3.0,0-15 days,Active,JDWD2238,2.2666666666666666,High,Work from Office,web ui developer html css java script jquery angularjs json angular ui debug skill year experience year,html angularjs json angular,web ui developer html css java script jquery angularjs json angular ui debug skill year experience year html angularjs json angular
Workday HRIS Analyst Trainee Analyst,Trainee Analyst,250000.0,300000.0,{Bengaluru},"We support our clients around the clock. So, person is required to work in shift. It’s mandatory to work in any shift (day/night) for a week or a month or in rotation basis depending on the availability of team members. Person should hold the responsibly of every request that is received during his/her shift. Project involves communicating with clients directly to get the needed requirements to complete the task. Its mandatory that Person follows the company's rules and norms. Absence requests and holidays are granted based on the team availability. Serve as a liaison with HR, Payroll, Benefits, Finance, Partnership Resources, IT teams, and other groups on matters pertaining to HR systems Acts as the liaison among the stakeholders to elicit, analyze, document, communicate and validate business requirements regarding the Workday system Supports HR technology efforts involving Workday HCMS Client is zero tolerance to errors/mistakes. Ensure there is no error/mistake and",Permanent,"{""HRIS ""}",DB413862,CICS9111,0.0,1.0,Immediate,Active,JDWH2618,2.0,High,Work from Office,support client around clock person require work shift mandatory work shift day night week month rotation basis depend availability team member person hold responsibly every request receive shift project involve communicate client directly get need requirement complete task mandatory person follow company rule norm absence request holiday grant base team availability serve liaison hr payroll benefit finance partnership resource team group matter pertain hr system act liaison among stakeholder elicit analyze document communicate validate business requirement regard workday system support hr technology effort involve workday hcms client zero tolerance error mistake ensure error mistake,hris,support client around clock person require work shift mandatory work shift day night week month rotation basis depend availability team member person hold responsibly every request receive shift project involve communicate client directly get need requirement complete task mandatory person follow company rule norm absence request holiday grant base team availability serve liaison hr payroll benefit finance partnership resource team group matter pertain hr system act liaison among stakeholder elicit analyze document communicate validate business requirement regard workday system support hr technology effort involve workday hcms client zero tolerance error mistake ensure error mistake hris
