"jobTitle","position","minBudget","maxBudget","travelReq","location","description","attachment","orgId","jobType","skills","recruiter","client","minExp","maxExp","noticePeriod","status","jobId","createDate","vacancies","priority","priceType","workType","comment","subvendorId","Questionnaires","country","department","eligibility","responsibilities"
"Sr. Lead Helpdesk Specialist","Sr. Lead Helpdesk Specialist",14,18,False,"{Bangalore}","Manage IT Helpdesk Support projects - Computer systems, O365, Active directory, Software/ hardware installation. Should have handled at least a team of 7 people. Should have at least 2+ Yrs of experience in team handling. Provide training, and conduct performance evaluations. Application support working knowledge on tools like Informatica and Tableau, PBI. Good experience with MS-Office products. Reporting skills with Ms Excel and PowerPoint mandatory. The ability to balance and prioritize multiple projects. Experience working with multi-tiered ticket handling/resolution systems. Certification - ITIL version 3 or 4 preferred. Creates and maintains the Knowledge base (detailed and complete) - of industry standards and trends in technology, customer service protocols, and available resources. Reporting of metrics and KPIs for the Helpdesk. Manage escalations and ensure any issues are resolved in a timely manner. Flexibility - Willing to work in shifts 24/7. Handling interviews of Helpdes","",1,"Permanent","{""Team Management"","" Project Management"","" O365"","" Active directory"","" Informatica & Tableau ""}","PC138515","CICS9111","7","9","15-30 days","Active","JDSL5408","2023-01-25 12:06:28.972816",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Sr. Netsuite Conslutant","Netsuite Consultant",5,15,False,"{Bangalore}","Experience required:
Bachelor's degree, preferably in Accounting or Management Information Systems
    Significant experience in NetSuite application systems consulting for a Software Vendor
    Should have previous experience of implementing NetSuite system around P2P, O2P and Record
    Have NetSuite Certification(Added Advantage)
    Delivery of configurations, reports and customizations within NetSuite using the Standard toolset
    Good understanding of Suite Success.
Responsibilities :
Requirement gathering
 Solution design
Delivery effort estimation
Solution delivery
 Validation (testing)
 Technical documentation writing
 Internal and external presentations (demo)
 Customer advisory
Major technical skills:
Suite Script/JavaScript
HTML/XML
Webservices (SOAP, WSDL, REST) SQL","",1,"Permanent","{""ERP Process Knowledge"",""System Integration"",Accountant,""CRM module"",Suitebundler,""Basic SuiteScript 1.0 & 2.0""}","pravallika","CICS9111","5","9.96","15-30 days","Active","JDSN7831","2022-05-05 09:45:11.807268",10,"Medium","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Sr Oracle Cloud Supply Chain Inventory - Functional Consultant","Sr Oracle Cloud Supply Chain I",20,30,False,"{Bangalore}","Skills Required:   Should have worked on both Oracle Cloud and Oracle EBS (R12). Minimum 2 year of experience into Oracle Cloud Should have strong experience into Supply Chain Inventory module Should have experience into vrm, isupplier, PR, PO, inventory management, AP, order management, logistics OTM/GTM, indirect and direct purchasing Should have experience in working with international clients.   Mandates: Modules like  vrm, isupplier, PR, PO, inventory management, AP, logistics OTM/GTM","",1,"Permanent","{vrm,"" isupplier"","" PR"","" PO"","" inventory management"","" AP"","" logistics OTM/GTM""}","PC138515","CICS9111","10","14","15-30 days","Active","JDSO5876","2023-01-19 12:18:31.963404",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Security Operations Engineer","SecopsEngineer",600000,1200000,False,"{Remote}","Perform day-to-day monitoring and support of security infrastructure,tools, and systems, including but not limited to threat detection, IDS/IPS,SIEM, Anti-Malware, DLP, and other monitoring tools.
Develop an application security framework that provides the next-generation protections required to defend our and our clients from current and emerging threats.
Design security solutions for multiple application platforms and frameworks.
Conduct security assessments for web, vendor, and partner applicationsQuickly respond to security issues and other IT incidents. Assist with
security incident response and forensic investigations as necessary.Bachelor’s degree in Computer Science, Information Systems, Computer
Engineering, Cybersecurity, Systems Analysis, or a related field or equivalent work experience.
At least 4 years of hands-on AWS security experience.Infrastructure as code (IaC) - CloudFormation, Terraform, Git.Container technologies - ECS, EKS, Fargate, Docker.","/jobs/SecOps_1660110464.pdf",1,"Permanent","{AWS,ECS,EKS,CiSSP,DAST,SAST,IDS/IPS,SIEM,""AntiMalware monitoring tools""}","sarojini","CIGT5528","3","7","15-30 days","Active","JDSO8733","2022-08-04 07:26:02.468513",1,"High","INR","Hybrid",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Sr Data Research Analyst","Sr Data Research Analyst",500000,1000000,True,"{Bengaluru}","The Sr Analyst works with a fast-paced team of business and technical collaborators to analyze pharmacy benefit billing claims data for accuracy and contractual compliance. They are responsible for configuring and analyzing the results from a claims review system for a portfolio of clients. They prepare client reports and may be asked to further analyze the data to provide additional business insights.  Responsibilities    Interpret clients’ contractual pricing terms and benefit plan details and model these terms using logic rules in the claims review system. Analyze system results for pricing and contract adherence. This includes verifying prescription drug discounts and completing end-of-year reconciliations when discrepancies are identified. Generate reports containing findings from claims analysis and contract compliance review. Produce ad-hoc analyses to support internal and customer requests for data modeling utilizing Excel and business intelligence tools. Comm","/jobs/jobs_J_1679396195.docx",1,"Permanent","{SQL,""Advanced Excel"",""Quality check"",""Quality Analyst""}","DB413862","CICS9111","4","6","0-15 days","Active","JDSP4161","2023-03-13 09:45:06.31536",4,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Sr Process Associate AP/Process Associate","Sr Process Associate AP/Process Associate",200000,600000,True,"{Bengaluru}","Job Description SHIFT TIME: 6 PM to 3 AM/ 3 PM to 12 MIdnight  Excellent English WORK FROM OFFICE DETAIL •    Should be a B.Com graduate. •    Should have 4-5 years of experience in Accounts Payables, handling end-to-end payables. •    Should have sound accounting knowledge. •    Immediate joiners preferred. •    Should be open to working during US hours and flexible to support extended hours  .    Customer interaction hence good english SKILLS •    Proficient with Microsoft applications and good knowledge of excel. •    Possess good communication skills, both oral and written •    Have a good attitude - should be committed to the work •    Ability to take initiative, meet tight deadlines, and prioritize workload •    Good interpersonal skills and team player","",1,"Permanent","{""Accounts Payable"",""accounting knowledge""}","DB413862","CICS9111","1","5","Immediate","Active","JDSP4602","2023-03-07 07:02:52.836512",2,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Senior PeopleSoft Payroll Analyst","Senior PeopleSoft Payroll Anal",1000000,1500000,True,"{Bengaluru}","Job Title: Senior PeopleSoft Payroll Analyst Experience: 4 to 8 Yrs Job Location: Bangalore Shift Time: Rotational Shifts (Including night shifts) Mode of work: Work from office Skills: PeopleSoft NA Payroll, SQL, SQR, COBOL. Notice Period: Immediate to max 15 days  Job Requirement:  Should have total 4+ years of relevant experience in PeopleSoft and at least 2 years of experience in NA Payroll. Should have worked on payroll for North America. Should be aware of tax updates, release patch and validating it. Should have worked on year end process. Should be able to debug payroll issues and have understanding of Cobol, AE and SQR processes used in payroll. Should be able to write SQL scripts for data migration and data correction. Should be able to create PS Queries for Reporting Should have excellent communication skills. Preferrable that candidate have good knowledge on various PeopleSoft Tools like Application Engine, SQR, COBOL, Components and Pages.","",1,"Permanent","{""PeopleSoft NA Payroll"",SQL,SQR,COBOL}","DB413862","CICS9111","4","8","0-15 days","Active","JDSP7743","2023-05-30 08:04:08.540678",2,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Senior PA - Accounts Payable","Senior PA - Accounts Payable",600000,1000000,False,"{Bengaluru}","MANDATORY SKILLS  Research information to provide accurate and timely solutions to internal clients ","",1,"Permanent","{""Accounts Payable""}","DB413862","CICS9111","4","6","0-15 days","inActive","JDSP9697","2023-01-18 09:43:20.070224",2,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"SQL Server DBA","SQL Server DBA",1200000,1500000,True,"{Bengaluru}","Job Description Experience: 5 to 6 Yrs  Job Location: Bangalore (Work From Office for atleast first month)  Shift: 24 X 7  Notice Period: Immediate or Max 15 days  Communication: Good as client facing role Interview: Face to face interview  Skills Required:  Azure SQL DBA/ Azure SME: Must have expertise on Azure SQL Administration and Security for Small and medium size enterprises Azure cloud Platform as well as Migrating a Small and Databases from on-premises to AWS or AZURE cloud. Perform capacity planning, performance tuning, monitoring and optimization of the databases. Maintaining Database health and providing solution Extensive knowledge on Database migrations and Decommissioning Project Extensive knowledge on all kind of Replication request like Mirroring, Always on ,cluster ,HA etc. Good knowledge on storage and archiving procedures and implementing Data partition, Purging and archive Good knowledge on Software installation and Maintenance Good knowledge on Resolving and Troubl","",1,"Permanent","{""Sql DBA"",OOPS,""DATA STRUCTURE""}","DB413862","CICS9111","5","6","0-15 days","Active","JDSS2591","2023-06-19 09:46:41.365639",3,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"sr salesforce developer","Developer",8,12,False,"{Bangalore}","3 - 5yrs. of relevant Salesforce development experience.
Experience on the Salesforce Lightning Platform including Process Builder, Workflows, Lightning App Builder, etc.
Experience with Salesforce Development including Lightning Components, APEX, SOQL, and SOSL.
Experience with Pardot form/template development and integration.
Thorough with Community portal and customization.
Experience with assessing Salesforce patching and critical updates.
Certified as Salesforce platform developer and actively renewing.
Salesforce CPQ and Product/Price book configuration experience
Proficiency with Web Application Development including JavaScript, HTML and CSS – (Optional)
Proficiency with server side languages such as Python, Ruby, Java, PHP and .Net. – (Optional)
Experience with Technical Architecture for Salesforce.com
Excellent verbal communication skills.
Experience with DevOps and CI/CD technologies
Good problem-solving skills.
","",1,"Permanent","{salesforce,Apex,SOQL,SOSL}","Arunasree","CICS9111","4","6","0-15 days","Active","JDSS4021","2022-05-05 17:28:19.14127",1,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Software testing QA","Technicalanalyst",4,5,True,"{hyderabad}","Software engineer Technical QA cypress developer ","https://storage.googleapis.com/hrm-musquare/jobs/Swetha1646396321",1,"Permanent","{DEvops,cypress,javascript}","Achyuth","CICS9111","2","3","30-45 days","closed","JDST1123","2022-03-04 12:18:42.410029",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Senior Tech Analyst Linux system admin","LinuxSystemAdmin",800000,1200000,True,"{bangalore}","should have knowledge of Networking.
Handling file, directories, and users.
Installation and configuration of services and software components.
OS RHEL, Oracle Linux, Centos, UNIX AIX, others.
","",1,"Permanent","{""shell scripting"",""Linux systems"",visualization,vmware,Networking,Patching,Oracle,Unix}","Pavithra","CICS9111","4","6","0-15 days","Active","JDST3850","2022-08-19 09:37:53.651459",1,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Software Testing","Software Testing",16,18,False,"{""Bangalore, Hyderabad""}"," • Worked with Service Virtualisation of Enterprise level API driven front and backend systems  • Expertise in testing methodologies, test techniques and agile QA practices  • Good communication skills of test status across engineering team and stakeholders  • Knowledge of Java, JavaScript, React, NodeJS, Spock, Selenium and mobile technologies  • Expertise with automated testing tools ( Selenium)  • Background in DevOps tooling for execution of automation tests such as Jenkins, GIT, PAAS, Monitoring / Log aggregation  • Line Management of squads various QA team members  • Experience of integrating test scripts into Continuous Integration Pipelines  • Working knowledge of JIRA / Confluence  • Understanding of complex Headless / Serverless front end testing requirements","",1,"Permanent","{Automation,Selenium,java,API}","PC138515","CINE2222","5","8","15-30 days","Active","JDST6002","2023-04-27 12:53:45.368201",2,"Medium","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Senior technical analyst RPAUI path","Technicalanalyst",600000,1000000,True,"{Bangalore}","2- 4 years Hands-on experience with independently developing UiPath RPA solutions
Experience in PDF, Email, Excel, website Automations using UiPath. 
Should be able to write/understand basic SQL
Should have experience in support and maintenance of production bots
Should be able to work independently end to end, right from automation feasibility, Design, coding, testing and deployment on automating the Process in the Automation Tool
Good knowledge or at least basic knowledge of technical skills in any coding language C#/Java, VB Script, Excel VBA (Excel Macros)
Experience in agile development practice","",1,"Permanent","{RPA-UIpath,""Agile Framework"",SQL}","Pavithra","CICS9111","2","4","Immediate","Active","JDST6314","2022-09-06 10:52:09.709018",1,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
" Technical Systems Analyst ","Architect",9,20,False,"{""Chennai/Bangalore,pune,mumbai""}","Must have GCP knowledge & expertise
· Must be able to write complex SQLs, generate reports and build visualizations. 
· Must to have knowledge in HANA, Spark, Informatica
·  Having GCP certification or Cloud experience is a plus
·  Having Hadoop knowledge/experience is a plus
·  Strong skills in Microsoft Excel and Power Point 
·  Good in documenting the requirements
·  Experience in working with both agile & waterfall methodologies 
·  Ability to analyze data and present outcomes in a way for management team to easily comprehend results
·Ability to gather, analyze, prioritize and present requirements
· Should be a fast learner and must be able to work with minimal supervision in a fast paced environment
·Ability to build relationships and influence to create a positive outcome
·Must possess strong written & verbal communication skills 
· Having scripting & coding experience","",1,"Contract Hire","{HANA,Spark,Informatica,GCP}","sarojini","CIHW9344","108","144","0-15 days","Active","JDT3842","2022-06-15 09:41:37.202554",1,"Medium","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
" Trainee ERP Consultant"," Trainee ERP Consultant",1,500000,False,"{Bangalore}","    Should have completed B.E / B.Tech / MBA with Finance will be added advantage
    Should have kn","https://storage.googleapis.com/hrm-musquare/jobs/ERP_Co1645431376",1,"Permanent","{""SAP FICO"",ERP,""Microsoft Dynamics"",Workday,Peoplesoft,Netsuite}","Achyuth","CICS9111","1","2","0-15 days","Active","JDT5782","2022-02-21 08:16:16.984031",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
" Trainee Engineer - L2 ERP Support"," Trainee Engineer - L2 ERP Support",300000,500000,False,"{Bangalore}","Required Skills:  Should have strong knowledge on SQL and OOPS Concepts Should have knowledge on Project life cycle. Good analytical skills required. Excellent problem-solving and communication skills Job Description:  Implementing ERP solutions for customers. Data migration, production support, report building They will work as Techno Functional consultant","",1,"Permanent","{SQL,OOPS}","PC138515","CICS9111","0","2","0-15 days","Active","JDT6786","2022-10-11 12:28:45.776885",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Trainee Analyst ","Trainee Analyst",275000,800000,True,"{bangalore}","Bachelor’s Degree in Computer Science or other specialization with relevant experience. 0-2 years of experience in developing SQL codein nMSSQL/Oracle/other RDBMS (If fresher then knowledge or certification should be good).0-2 years of experience in scripting language (Ex:Python...) (If Fresher then knowledge would be fine)
•Good in analytical and problem-solving skills• Excellent verbal and written communication skillsAbility to develop ETL pipelines in and out of data warehouse • Ability to develop scripts using python to do Extract, Load and Transform data• Ability to setup monitoring and provide production support for Data Warehouse issues such data load problems, transformation/translation problems etc.","",1,"Permanent","{""Good communication skills"",""Stong analytical skills"",""client facing experience""}","PC138515","CICS9111","0","2","15-30 days","Active","JDTA1610","2022-09-21 10:23:41.168991",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Tech Analyst : QA Automation (Cypress) ","Tech Analyst : QA Automation (",4,6,False,"{Bangalore}","Skills:  
We are looking for a candidate with hands-on experience in Cypress testing tool
The candidate will be using Cypress to Build Test Automation frameworks using JavaScript and Node primarily.
The candidate is expected to use Cypress Automation frameworks to test API connectivity across the platform and their clients.

Roles and Responsibilities:
Requirements analysis and validation.
Defining and executing test strategies and scripts.
Experience Building Cypress Automation test using JavaScript
Experience with automated testing types, tools and techniques (Unit, Functional, Load etc.)
Experience with NodeJS and DevOps Environment (Azure / AWS) is a plus
Experience testing APIs and automating API tests (Rest /Swagger)
Experience with UI Automation of web applications using Cypress
Knowledge of API Testing tools such as Postman
Breaks down the problem into smaller parts to analyze and chooses the best course of action with available information.","",1,"Permanent","{Cypress,JAVASCRIPT,""QA AUTOMATION""}","PC138515","CICS9111","1","3","Immediate","Active","JDTA1612","2022-11-24 11:59:45.721251",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Technical Analyst - QA Automation","Tech Analyst - QA Automation",3,6,False,"{Bangalore}","Should have experience in Automation in UI and API.
Should be good in documentation.
Experience of Playwright/selenium at least for 1 year
Knowledge into NodeJs
Knowledge on YAML.
Good to have exposure to Docker and Kubernetes.
Good to have azure pipelines.
Knowledge of Restful API concepts.
Agile practices","",1,"Permanent","{""automation testing"","" UI"","" API"","" GIT"","" JAVA"","" Nodejs""}","PC138515","CICS9111","1","3","15-30 days","Active","JDTA2431","2023-01-04 12:01:01.981537",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Technical Architect","Technicalarchitect",1,2,False,"{hj}","ghj","",1,"Contract","{ghj}","sarojini","CIFC7622","1","2","0-15 days","Active","JDTA5046","2022-07-07 06:00:12.684372",6,"Medium","INR","Work from Home",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Technical Analyst ETL","Technical Analyst ETL",4,8,False,"{Bangalore}","Essential Duties and Responsibilities: • Ability to develop ETL pipelines in and out of data warehouse • Ability to develop scripts using python to do Extract, Load and Transform data • Ability to setup monitoring and provide production support for Data Warehouse issues such data load problems, transformation/translation problems etc. • Ability to understand data transformation and translation requirements and which tools to leverage to get the job done • Ability to understand data pipelines and modern ways of automating data pipeline using cloud based and on-premises technologies • Communicate results to technical and non-technical audiences • Support continuous improvement • Performs other duties and responsibilities as assigned.   Experience and Skills: • Bachelor’s Degree in Computer Science or other specialization with relevant experience. • 2+ years of experience in developing SQL code in MS SQL/Oracle/others.... • 1+ years of experience in Python scripting language . 1+ years of","",1,"Permanent","{ETL,SQL,Python,""Integration tool""}","PC138515","CICS9111","2","4","15-30 days","Active","JDTA5486","2023-03-31 11:02:27.097158",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Tech Analyst RPA developer","Technicalanalyst",400000,700000,True,"{Bangalore}","RPA Developer, you will be focused on building end to end automation process solutions that meets business requirements. You will work within project planning constraints. • RPA Developer, with general direction will be responsible for supporting the Sr. Developers in the proper assessment, requirements gathering, design, development, testing, delivery, and ongoing support of automated solutions using UI Path robotics platform. 
Key Accountabilities  RPA Developer 
•  Experience in RPA development implementation using Ui-PATH. • Design and develop RPA process solutions in accordance with standard Ui-Path design principles, conventions, and development best practice. Experience implementation of minimum 1 process using Ui-Path. • Good to have - coding experience in any of languages (eg: .net, VBA, SQL, HTML, C#).An aptitude for problem solving, with the ability to take a logical route to the source of an error. • Fully conversant with computing concepts and RPA development lifecycle","",1,"Permanent","{""UI path"",RPA}","Pavithra","CICS9111","1","2","Immediate","Active","JDTA5579","2022-09-06 11:17:09.777372",1,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Technical Analyst ETL Developer","Technical Analyst ETL Develope",6,10,False,"{Bangalore}","2+ years of ETL development using Informatica PowerCenter /IICS experience.
Should have done at least one project in end to end development of data pipelines
2+ years of experience in developing SQL code in Snowflake/Oracle/MS SQL.
Good knowledge about Business Intelligence, Data warehousing concepts and methodologies and Reporting tools
Experience designing complex ETLs extracting data through RDBMS, Flat file, XML files, Json sources
Should be able to analyse poorly performing queries/ETL mappings and provide suggestions to tune them.","",1,"Permanent","{""ETL(Informatica PowerCenter /  IICS)"","" SQL Code"","" Oracle / Snowflake / SQLServer""}","PC138515","CICS9111","3","5","15-30 days","Active","JDTA9771","2022-11-03 12:37:14.646476",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Technical Architect","Technicalarchitect",24,30,True,"{bangalore}","Should have knowledge on software architecture nd design","",1,"Permanent","{C#.NET,VB.NET,Xamarian(forms,android,ios)}","Achyuth","CIHW9344","9.12","11.67","45-60 days","Active","JDTA9914","2022-03-03 15:03:52.76344",2,"null","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Technical Content Writer","Content writing",3,4,False,"{Mumbai/Pune}","jnhcy","",1,"Permanent","{content,Saas}","sG585763","CIMY4030","2","4","15-30 days","Active","JDTC1272","2023-04-11 14:42:04.931751",1,"Medium","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Tableau developer","developer",2,3,False,"{Remote}","should have a demonstrated ability to design engaging and interactive business insights dashboards using Tableau and possesses the knowledge and experience on data visualization best practices, with a focus on 
enhancing user interaction and user experience.Work closely with Master Data Management (MDM) programmers to ensure data sources are accurate, available and analyzable.
Hands on with Tableau Desktop (dashboard creation, report authoring and troubleshooting, data source management).
Create and edit SQL queries within Tableau to build calculated fields.
Create interactive filters, parameters and calculations for preparing dashboards and worksheets in Tableau.
Build and publish interactive dashboards on Tableau Server. Collaborate with MDM programmers and QA analysts to test, clean, and standardized data to meet the business requirements.
Have the confidence to work cross-functionally with various departments including business stakeholders and technical personnel to exchange ideas.
Must have excellent verbal communications skills and documentation skills to maintain work flows and dashboard functionality.
to manage the lifecycle of Tableau analytics dashboards, including business requirements gathering, functional specification write-ups, prototyping, development, quality testing, user acceptance testing, roll-out and post-launch enhancements implementation.","",1,"Permanent","{""BI analytics"",UI,""Data blending"",sql,Tableau}","Priyanka","CIMT7642","1","2","15-30 days","Active","JDTD1410","2022-03-23 10:42:44.388221",1,"Medium","INR","Work from Home",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Tech Delivery Manager","Technicaldeliverymanger",3000000,4000000,True,"{hyderabad}","Develop a detailed project plan and monitor progress.Scope project requirements and prepare budget estimates.Collaborate with internal teams to design, develop and implement IT Applications projects
Communicate project status, progress on deliverables, and issues to senior management in a timely manner
Deliver projects on time ensuring quality standards are met.Develop strong support documentation including risk logs and requirement specifications
Communicate with the team effectively and ensure all members are on board with delegated tasks.Highlight potential risks or malfunctions and actproactively to resolve issues.Act as the escalation point for all technical development issues specific to projects.Ensure strict adherence to efficient code management and tools used for project delivery.Capture and share best- practice knowledge amongst the team
Create an environment that promotes collaborative learning and collective ownership of responsibilities.","",1,"Permanent","{""Project managemnt"",""Project Delivery Management"",""Technical documentation"",Resourcing,""Project planning management""}","sG585763","CIGT5528","15","20","15-30 days","inActive","JDTD9558","2022-09-20 10:19:44.714641",1,"High","INR","Work from Office","**Female Candidates Only**
Client G & B labs -SubCLient Excellarate",NULL,NULL,NULL,NULL,NULL,NULL
"Trainee Engineer - L3 Support","L3 Support",200000,300000,False,"{Bangalore}","Essential Duties and Responsibilities:

•    Support and maintain PeopleSoft-based systems & databases

•    Perform the PeopleSoft & database maintenance activities

•    Perform Data/File/Project Migrations to the Production

•    Perform environment refreshes per scheduled window

•    Provide 24x7 problem management support when needed

•    Need to monitor and do timely escalations when needed

•    Demonstrate active participation in supporting project activities.

•    Resolve technical application-level problems remotely with minimal supervision.

•    Willingness to learn new technology as project requires

•    Work on different shifts on rotational basis.","https://storage.googleapis.com/hrm-musquare/jobs/L3_support_-_Trainee_Engineer-_25_10_2021.docx",1,"Permanent","{""Technical Suppport""}","Arunasree","CICS9111","5","6","15-30 days","Active","JDTE2265","2022-02-17 06:09:20.180967",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Trainee Engineer","Java Developer ",0,300000,False,"{Bangalore}","Job Description
Trainee Engineer :

Exp : Fresher to 1 year

* Should have completed B.E, B.Tech in Computer Science and Engg.

* Should have indepth Knowledge on Java, JavaScript, HTML and SQL scripts

* Should have knowledge on Project life cycle

* Excellent problem-solving and communication skills

* Flexibility - Willing to work in shifts 24/7.

Budget : 3LPA for freshers .

Mandatory skills to review : Java, Javascript, SQLscript, MicroSoft Office

","",1,"Permanent","{java,javascript,html,sql}","Achyuth","CICS9111","0","0","15-30 days","Active","JDTE2288","2022-02-17 06:09:20.180967",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Trainee Engineer SQL DBA","Trainee Engineer SQL DBA",200000,300000,False,"{Bengaluru}","Job Requirement:    Candidate should have Strong T-SQL knowledge Writing SQl queries Implement and m","/jobs/Job_De_1674036709.docx",1,"Permanent","{""Sql DBA"","" IMPLEMENTATION"","" SQL"","" DBMS""}","DB413862","CICS9111","0","1","0-15 days","Active","JDTE4240","2023-01-18 10:11:50.274602",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Trainee Engineer L One ERP","TraineeEngineer",100000,200000,False,"{Bangalore}","Job Description
Experience: 0 to 1 Year
Job Location: Bangalore
Shifts: Rotational Shifts
Education: Bachelor's or Master’s Degree in Computer Applications (BCA, MCA, BSC-CS, BE, Btech)
Salary : 2.75 LPA.
Required Skills:
Strong knowledge of SQL skills will be preferred.
We are looking for candidates who have very good written and verbal English communication skills.
Candidate should possess basic knowledge in any ERP application.
Candidate should have availability to work in rotational shifts, an attitude that is receptive to feedback, and ability to retain training concepts.
IT HelpDesk Support (non-voice/email/chat), with a strong customer interaction.
Job Role:
Candidate will be responsible to resolve ERP application/security related issues and address queries of the customers through e-mail and chat. Candidate will also be required to get on a call with Customers to troubleshoot issues.
Primary responsibilities are addressing/troubleshooting ERP application","",1,"Permanent","{ERP,SQL}","sarojini","CICS9111","1","1","0-15 days","Active","JDTE5160","2022-05-19 06:57:14.840926",5,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Trainee Engineer - Salesforce Developer","Trainee Engineer - Salesforce ",300000,350000,False,"{Bangalore}","Bachelor’s degree in Computer Science, Information Systems, or related field 6 Months to 2 years of experience as a SFDC administrator/developer with Sales Cloud and Service Knowledge with Eclipse IDE, Apex, Visualforce, Web Services, API, SOAP, process builder and VF flow. Knowledge with SOQL & SOSL languages Knowledge in SDLC process, Agile Scrum Methodology, and version control software like GIT, Jenkins, etc. Highly organized, deadline-driven individual with a can-do attitude   Job Description:   The Trainee Engineer will be part of the Salesforce team who develop CRM solutions to modernize and streamline client business processes and maintain Salesforce environments adopting best practices in collaboration with project stakeholders, development, and project managers.   Roles and Responsibilities   Contribute to the maintenance, configuration, and ongoing development of Salesforce platform Assist in managing, prioritizing, escalating, and resolving support requests Gathers detail r","",1,"Permanent","{""SFDC administrator/developer""}","PC138515","CICS9111","1","2","0-15 days","Active","JDTE5430","2023-03-06 12:29:06.075445",1,"Medium","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Trainee Engineer Netsuite ERP","Trainee Engineer Netsuite ERP",300000,350000,False,"{Bengaluru}","Major technical skills:  •    SuiteScript/JavaScript •    HTML/XML •    Basic knowledge on Webservices (SOAP, WSDL, REST) •    SQL  Required Skills:  •    Should have completed B.E / B.Tech / MBA with Finance will be added advantage •    Should have knowledge on Project life cycle. •    Good analytical skills required. •    Excellent problem-solving and communication skills •    Certification in any ERP preferred (Netsuite is preferable / Microsoft Dynamics / Workday / SAP / Peoplesoft). Added Advantage. •    Flexibility - Willing to work in rotational shifts at the required basis but will work on regular day shift, can look for females also if they comfortable for rotational shifts.  Responsibilities:  •    Implementing ERP solutions for customers. •    Data migration, production support, report building •    They will work as Techno Functional consultant  Another preferred skills/knowledge: •    ERP process knowledge •    System integration •    Accounting","/jobs/Job_De_1674645968.docx",1,"Permanent","{SuiteScript/JavaScript,HTML/XML,""Basic knowledge on Webservices (SOAP"","" WSDL"","" REST)"",SQL,""Netsuite ERP""}","DB413862","CICS9111","0","1","0-15 days","Active","JDTE7754","2023-01-25 11:26:10.150721",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
